Actual,Prediction,Team,Season,SUBSET
5.0,3.2965574153268267,Jazz,2017,TRAIN
2.0,3.4501788472354593,Thunder,2017,TRAIN
0.0,3.639607452403229,Clippers,2017,TRAIN
1.0,3.7262669938244377,Heat,2017,TRAIN
0.0,3.8185951491140133,Nuggets,2017,TRAIN
2.0,4.189678440502251,Wizards,2017,TRAIN
11.0,4.656005233700503,Celtics,2017,TRAIN
11.0,6.85120084246253,Rockets,2017,TRAIN
1.0,6.910913245248819,Spurs,2017,TRAIN
16.0,7.613334539488581,Warriors,2017,TRAIN
12.0,8.62976836329145,Cavaliers,2017,TRAIN
0.0,-0.8516033809185561,Suns,2018,TRAIN
1.0,-0.19267341740527574,Magic,2018,TRAIN
0.0,-0.17065102488871173,Hawks,2018,TRAIN
0.0,-0.10186616144603702,Bulls,2018,TRAIN
0.0,0.05808224457792871,Grizzlies,2018,TRAIN
0.0,0.22556656978046824,Knicks,2018,TRAIN
0.0,0.38429278449294046,Kings,2018,TRAIN
0.0,0.7552573005751037,Mavericks,2018,TRAIN
7.0,1.1503133910617218,Nuggets,2018,TRAIN
1.0,1.1670080731423658,Nets,2018,TRAIN
0.0,1.364701359788393,Pacers,2018,TRAIN
0.0,1.8991690292141519,Hornets,2018,TRAIN
0.0,1.9865669077771453,Pelicans,2018,TRAIN
0.0,2.111351864572758,Pistons,2018,TRAIN
